disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000291,FotoForensics,http://fotoforensics.com,"Fotoforensics displays the underlying forensics data of any image uploaded to their platform, thereby providing a user with visual and other data to help determine whether the image has been altered. Fotoforensics’ underlying tools are integrated with other social media intelligence platforms or by social media platforms themselves to improve content moderation and disinformation identification efforts.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000292,Foundation for European Progressive Studies (FEPS),https://www.feps-europe.eu/,"FEPS conducts research and advocacy on European democracy and public policy. Its experts have been involved in studies on foreign state propaganda and Russian hybrid warfare. FEPS also collaborates with the Istituto Affari Internazionali on the EU Global Strategy Watch, which tracks developments in EU Global Strategy implementation.",,Civil Society/NGO,,,Democracy,Civil Liberties (human rights),,Europe,Belgium,,N,Y,,,
G000293,France 24 - les Observateurs,,,,,,,,,,,,,Y,N,,,
G000294,Fraunhofer Institute,https://www.aisec.fraunhofer.de/en/fields-of-expertise/cognitivesecurity.html,,,,Research (primary/secondary),,,,,,,,,,,,
G000295,Freedom and Solidarity Foundation (Brīvības un Solidaritātes Fonds) (BSF),http://bsf-latvija.lv/,BSF conducts research and advocacy on issues in Latvian public policy and democracy and international peace and security. Its scholars have written on Russian propaganda and work with other organizations to provide opportunities for discussion and collaboration on these issues.,,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Latvia,,N,Y,,,
G000296,Freedom on the Net,,,,,,,,,,,,,Y,N,,,
G000297,Friedrich-Ebert-Stiftung (FES),https://www.fes.de/,"FES conducts advocacy and research on issues related to democracy in Germany and across the world. Through its German headquarters and regional offices, FES has addressed media quality and resilience in Africa, disinformation and propaganda in Ukraine, and disinformation in debates about migration within the European Union.",,Civil Society/NGO,,,Democracy,Civil Liberties (human rights),,Europe,Germany,,N,Y,,,
G000298,Fsecure,,,,,,,,,,,,,,,,,
G000299,Full Fact,https://fullfact.org/,Full Fact conducts fact-checking and verification and provides research and training on fact-checking efforts. Full Fact also works with the British government to make government data more available to citizens and to enhance transparency in communication.,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,UK,,Y,Y,,,
G000300,Fundação Getúlio Vargas Department of Public Policy Analysis (FGV DAPP),https://observa2018.com.br/,"During the 2018 Brazilian presidential elections, FGV DAPP coordinated the Digital Democracy Room to monitor public debate and potential threats to its integrity. Through this initiative, FGV DAPP provided research and analysis on issues related to misinformation online, bot networks, and foreign influence in public discourse and worked with the Consultative Council on Internet and Elections of the Brazilian Superior Electoral Court. FGV has also joined the Atlantic Council's #ElectionWatch project, which monitored foreign influence in Brazilian, Colombian, and Mexican elections in 2018.",,Civil Society/NGO,Research (primary/secondary),Investigations,,,,South America,Brazil,,N,Y,,,
G000301,Fundación La Voz Pública,https://chequeado.com/,"Fundación La Voz Pública is dedicated to strengthening the quality of public debate in Argentina. The organization runs an initiative called Chequeado, which conducts fact-checking and trains fact-checkers and journalists. The organization also creates innovative tools for improving fact-checking and the dissemination of knowledge.",,Civil Society/NGO,Fact checking,Research (primary/secondary),,,,South America,Argentina,,N,Y,,,
G000302,Fundamedios,http://54.85.84.127/,"Fundamedios is an organization committed to promoting freedom of expression, monitor aggressions and risks faced by journalists, and uphold human rights in Latin America. The organization has experience in monitoring, promoting and protecting freedom of expression and freedom of the press; boosting high-quality reporting; training journalists; carrying out studies and research, and promoting open discussion about journalism, media, and democracy in Ecuador, Bolivia, Argentina, Honduras, Nicaragua, Peru, Venezuela, Uruguay, and the USA. Fundamedios also runs Ecuador Chequea, which is a member of the International Fact-Checking Network.",,Civil Society/NGO,,,Democracy,Civil Liberties (human rights),,Global,,,N,Y,,,
G000303,Future Digital Threats to Democracy (Technology for Global Security),https://www.tech4gs.org/future-digital-threats-to-democracy.html,"Tech4GS is a new type of non-profit: part think tank, part incubator, and purely nonpartisan. As part of a two-year, multi-disciplinary effort to address the ways in which democracies and open societies combat high-tech illiberalism, they have partnered with the Center for a New American Security (CNAS) to launch the joint project “Future Digital Threats to Democracy.”",,Civil Society/NGO,,,Democracy,Civil Liberties (human rights),,North America,,,N,Y,,,
G000304,"Gallup/Knight Foundation Survey on Trust, Media and Democracy (2017)",https://knightfoundation.org/reports/american-views-trust-media-and-democracy/,,,,Education (public),Research (primary/secondary),,,,,,,Y,N,,,
G000305,GeoPoll,https://www.geopoll.com/,GeoPoll specializes in global and emerging market research. Their work focuses on two main areas: Monitoring and evaluation; and counter-narratives. Their work on counternarratives aims to counter or expose disinformation through targeted messaging as well as gathering information on fake news and identifying the most effective channels to disseminate counter messages.,,Technology,Research (primary/secondary),Credible content,,,,North America,USA,,N,Y,,Also Kenya,
G000306,"George Washington University: Institute for Data, Democracy, and Politics",https://iddp.gwu.edu,"The Institute for Data, Democracy & Politics (IDDP)’s mission is to help the public, journalists, and policymakers understand digital media’s influence on public dialogue and opinion, and to develop solutions to disinformation and other challenges that arise in these spaces.",,Education/academia,Research (primary/secondary),Journalism,,,,North America,USA,,N,Y,,,
G000307,Georgetown University: Institute for the Study of Diplomacy,https://isd.georgetown.edu,"SD sponsors working groups in collaboration with other elements of the School and the University as well as non-academic groups that bring together high-level, experienced practitioners and eminent scholars to examine emerging international and statecraft issues and recommend policy solutions. In October 2020, ISD released a report titled ""The New Weapon of Choice: Technology and Information Operations Today""",,Education/academia,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000308,Georgetown University: Law School Center on Privacy and Technology (CPT),https://www.law.georgetown.edu/privacy-technology-center/,"CPT studies the impact of government surveillance and commercial data practices on vulnerable communities, provides intellectual and legal foundations for reforms to U.S. consumer privacy laws, and offers technology-intensive courses that prepare students to be leaders in privacy practice, policy making, and advocacy.",,Education/academia,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000309,German Council on Foreign Relations (Deutsche Gesellschaft für Auswärtige Politik) (DGAP),https://dgap.org/,DGAP conducts research and advocacy on issues in German public policy and international relations. The organization's experts have published on Russian propaganda efforts in German politics.,,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Germany,,N,Y,,,
G000310,German Marshall Fund: Digital Innovation & Democracy Initiative (GMF),https://www.gmfus.org/digital-innovation-and-democracy-initiative,"The German Marshall Fund runs a Digital Innovation & Democracy Initiative, which focuses more broadly on the relationship between technological developments and democratic values.",,Civil Society/NGO,Public Policy,Research (primary/secondary),Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000311,German Marshall Fund: Mercator European Dialogue (GMF),https://www.gmfus.org/forum/mercator-european-dialogue,"GMF organizes the Mercator European Dialogue, a network of European members of parliaments that meets to discuss public policy issues, in cooperation with the Barcelona Centre for International Affairs, the Istituto Affari Internazionali, and the Hellenic Foundation for European and Foreign Policy. Through this program, GMF convened European policymakers in May 2019 to discuss disinformation in European elections.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000312,Get Bad News (DROG),https://getbadnews.com/#intro,"DROG develops programs and courses and conducts research aimed at recognizing disinformation, especially online. In Get Bad News, you take on the role of fake news-monger. Drop all pretense of ethics and choose a path that builds your persona as an unscrupulous media magnate. But keep an eye on your ‘followers’ and ‘credibility’ meters. Your task is to get as many followers as you can while slowly building up fake credibility as a news site. But watch out: you lose if you tell obvious lies or disappoint your supporters!",,Civil Society/NGO,Societal Resilience,,,,,Europe,Netherlands,,N,Y,,,
G000313,Giant Language Model Test Room (GLTR),http://gltr.io,The Giant Language Model Test Room offers a forensic analysis of and rates the likelihood that a snippet of text was generated by an automated system or written by a human. GLTR can be used to analyze and detect fake text or as an educational tool to allow the public to check the likelihood of whether a piece of content is human-written or machine-generated and demonstrate the capabilities of AI to generate fake news.,Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000314,GIZ,,,,,,,,,,,,,,,,,
G000315,Global Alliance for Responsible Media (GARM),,,,,,,,,,,,,,,,,
G000316,Global Commission on the Stability of Cyberspace (GCSC),https://cyberstability.org/,"GCSC was created with the goal of promoting mutual awareness and understanding among the various communities addressing international cybersecurity. GCSC has pursued research on the development of global norms in cyberspace, defining the public core of the Internet, and protection of electoral infrastructure, among other issues.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Netherlands,,N,Y,,,
